holiday,dest_name,hotel_name,stars,description,photo_url,link
Fourth of July,Bali,Desa Visesa Ubud,5,"Set amid lush jungle and rice fields, this luxe resort is 39 km from Ngurah Rai International Airport.",https://lh5.googleusercontent.com/p/AF1QipMrJhmMcoVqORyap0hi0lJvyh01ae98iifobkQ3=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Indonesia/place/1141093768891384902?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Bali,"Sthala, a Tribute Portfolio Hotel, Ubud Bali",5,"Set on a lush riverside property, this upscale hotel with traditional styling is 6 km from both Tegenungan Waterfall and the Agung Rai Museum of Art, and 7 km from the Ubud Monkey Forest.",https://lh5.googleusercontent.com/p/AF1QipOQURYnAtN6LP1SY8CaMmYvrhhRSzNsNvt4DOid=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Indonesia/place/6366726123384872048?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Boston,Sheraton Boston Hotel,4,"Upscale area with elegant 19th-century architecture, Newbury Street shops & Copley Square landmarks.",https://lh5.googleusercontent.com/p/AF1QipNGto8Q0os1V7Wrle9OtQ9zCKrGUsJ9L3_hM3mr=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Boston/place/4344794682135594963?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Boston,Boston Park Plaza,4,"Diverse area with Boston Common, Downtown Crossing shops & Freedom Trail sites like Faneuil Hall.",https://lh5.googleusercontent.com/p/AF1QipPCLYYsVqeFFwDzcT16pDCJ2wJ4n_GVSFISYEe_=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Boston/place/5198057128334066408?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Boston,The Westin Boston Waterfront,4,"Revitalized South Boston waterfront with the Institute of Contemporary Art, large eateries & hotels.",https://lh5.googleusercontent.com/p/AF1QipNbwCYcKPgqAkU95_umO2VzTnbhSL6tYhleG-o4=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Boston/place/14237090657541095665?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Brisbane,Hotel Grand Chancellor Brisbane,4,Suburb with display gardens at Roma Street Parkland & eclectic concerts at the Old Museum.,https://lh5.googleusercontent.com/p/AF1QipPFQAYgQyqKP8yoBpUtbDAY4tVzSi7xircSB-xk=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Brisbane%20City/place/15904167202315171250?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Brisbane,Pullman Brisbane King George Square,5,"Corporate district with Queen Street boutiques, Botanic Gardens & views from the 1930s Clock Tower.",https://lh5.googleusercontent.com/p/AF1QipNuhyMh0PYH72zpDlFbncdtXSvNx9YoVDrw1xQ4=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Brisbane%20City/place/12169589441018879348?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Brisbane,Next Hotel Brisbane,4,"Corporate district with Queen Street boutiques, Botanic Gardens & views from the 1930s Clock Tower.",https://lh5.googleusercontent.com/p/AF1QipPMy77ewNVvYoQf8WCT5HGAabZy0Z4m4YqtZJ6g=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Brisbane%20City/place/3340416099551858094?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Chicago,W Chicago - City Center,4,"Busy area known for its art museum, restaurants & Millennium Park, plus 108-story Willis Tower.",https://lh5.googleusercontent.com/p/AF1QipNCdg5GHxwts3IiAqA4Lpn0a3YdDcNBZTpysFHQ=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Chicago/place/1027750776118288624?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Chicago,Sofitel Chicago Magnificent Mile,5,"Central area with Water Tower shops, the 360 Chicago observatory & the Museum of Contemporary Art.",https://lh5.googleusercontent.com/p/AF1QipMeLu_Lz-_v4NpAWscU-hWKPFIqnQmk5pzQfwUk=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Chicago/place/11369913831109800130?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Chicago,Chicago Marriott Downtown Magnificent Mile,4,"Buzzing strip known for its upscale shopping & restaurants, plus the 100-story John Hancock Center.",https://lh5.googleusercontent.com/p/AF1QipOlP1Rc35dq5ZrYUBY0Q25AUcMsr-B0geq_zY4=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Chicago/place/15016054259920195363?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Florence,Ambasciatori Hotel Florence,4,"Lively area with the Basilica of Santa Maria Novella & antiques stores, plus a bustling pub scene.",https://lh5.googleusercontent.com/p/AF1QipOfpBlOtxyglXhczWudkyCzBQTn_q3ckF_kVQgL=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Florence/place/10055281666293469814?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Florence,Hotel Club Florence,4,"Lively area with the Basilica of Santa Maria Novella & antiques stores, plus a bustling pub scene.",https://lh5.googleusercontent.com/p/AF1QipMKxkCsD6TcfiAAe4Nw1qBSeTINEIOJ5vD0enT5=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Florence/place/15958888738197868738?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Florence,Hotel Albani Firenze,4,"Lively area with the Basilica of Santa Maria Novella & antiques stores, plus a bustling pub scene.",https://lh3.googleusercontent.com/proxy/bhWqW1LVfUyv_V58_2AcjoLupMpoQvnRii3TMVU8PW-9HX65osdxURnFXz_0tjMdXEx7CGRCSsodMQMwqMDJjAlALho_-ZJj0LJ2rRJd-zYtv0nixSqLyBg9UDUxYLSyCufl5slKTXjcYl-ybOcSsQ3mlTB-xmU=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Florence/place/10512687269468372288?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,New York City,Conrad New York,5,"High-rise residential area on the Hudson River, with an upscale mall & landscaped waterfront park.",https://lh5.googleusercontent.com/p/AF1QipOYJTAhnnFoBlsKTtLiNTsE_BFvExOTb4GkyBxi=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/New%20York/place/17004655688254356497?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,New York City,Soho Grand Hotel,4,"Posh area known for chic boutiques, trendy nightlife, art galleries & cast-iron building facades.",https://lh5.googleusercontent.com/p/AF1QipMRz-ealkTEpUdmYB7l6RrOJaYOwLyLcQf10LQn=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/New%20York/place/16458370166689038322?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,New York City,The James New York - NoMad,4,"Revitalized area known for its high-end condos & luxe hotels, plus trendy dining & nightlife.",https://lh5.googleusercontent.com/p/AF1QipNLgmV-YLhR6zk1ksQsrxQmPIB54jBcqDD8Bag=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/New%20York/place/468429978518969492?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Philadelphia,Kimpton Hotel Palomar Philadelphia,4,"Elegant neighborhood with upscale eateries & bars, plus Rittenhouse Row boutiques & art galleries.",https://lh5.googleusercontent.com/proxy/kYnxswfcGWSlWr4HttkrYyjC0TJWCbItlUPXQI3TLuhAco1YM4uZtpxYv-am0XfsuwLPHuJsH5SOWJj8yVFMHYVZ4VopnTqXNnMgl7fXdhA8T0BJREPWm0y4PKcqglmnpG0YNWsYpgPS7ZrEAK9MqDzwb6GRKXU=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Philadelphia/place/1474774833732480441?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Philadelphia,The Bellevue Hotel,4,"Elegant neighborhood with upscale eateries & bars, plus Rittenhouse Row boutiques & art galleries.",https://lh5.googleusercontent.com/p/AF1QipOmi5obJounpTKX9kOaqX8ndF3zEGPq-Ig4wUqK=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Philadelphia/place/17456471688040995732?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Philadelphia,AKA Rittenhouse Square,4,"Elegant neighborhood with upscale eateries & bars, plus Rittenhouse Row boutiques & art galleries.",https://lh5.googleusercontent.com/p/AF1QipMtSN2kqXYY6PQiDCPKzbTCmA_-2zz4TdgXVoy8=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Philadelphia/place/1221605425692151053?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,San Francisco,Hyatt Regency San Francisco,4,"Bustling business center with the towering Transamerica Pyramid building, plus restaurants & bars.",https://lh5.googleusercontent.com/p/AF1QipOjHn6X0WZl8BGtHdW4ootGY-AMgKTFLdDPP8oU=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/San%20Francisco/place/9540326398573452587?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,San Francisco,JW Marriott San Francisco Union Square,4,"Surrounded by restaurants in the Union Square shopping hub, this elegant conference hotel is 7 minutes' walk from the Powell Street BART station, and 2 miles from San Francisco Giants baseball games at AT&T Park.",https://lh5.googleusercontent.com/p/AF1QipNw75DSgDH4uT-4twLgef-1xxh8vEpLUmnxRFf-=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/San%20Francisco/place/1141780508620067430?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,San Francisco,"The Huntington Hotel, San Francisco ",4,"Historic upscale neighborhood with steep streets, luxury hotels & the Cable Car Museum.",https://lh5.googleusercontent.com/p/AF1QipPl7Ic02PrOoXAL4lwIy9W-vJx4TScwtxxHSDEg=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/San%20Francisco/place/3216319538757723176?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Washington,"Marriott Marquis Washington, D.C.",4,"Government & business district with hotels, old-school bars & museums including the Renwick Gallery.",https://lh5.googleusercontent.com/p/AF1QipN1sFe7c-_guay8BYMxAAyZK-fPc-9z9JF-hC81=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Washington/place/1650671473597480398?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Washington,"The Westin Washington, D.C. City Center",4,"Government & business district with hotels, old-school bars & museums including the Renwick Gallery.",https://lh5.googleusercontent.com/p/AF1QipOgZZhxwvIduTspU-xCew_O3N6a2_ZnZ8cxsp0a=w325-h325-k-no,https://www.google.com/travel/hotels/Washington/place/10327779128039762578?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Washington,Park Hyatt Washington D.C.,5,"Set 0.8 miles from Georgetown, this polished hotel is also 2.5 miles from the National Mall and 3.2 miles from Capitol Hill.",https://lh5.googleusercontent.com/p/AF1QipP5LLcIjlI8W1cvAXurpIQVnAZ2X7Qd4fGYOJcR=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Washington/place/4296946757180755686?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Baltimore,Baltimore Marriott Inner Harbor at Camden Yards,3,"Busy entertainment area known for its theater district, plus sports & concerts at Royal Farms Arena.",https://lh5.googleusercontent.com/p/AF1QipOyjxXJCDYFmARDtGENMIHbZt3ItOwRJnUtsuI=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Baltimore/place/10170329999330172573?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Baltimore,Sheraton Inner Harbor Hotel,4,"Busy harbor area with the Science Center museum & National Aquarium, plus historic warships.",https://lh5.googleusercontent.com/p/AF1QipOeJTNmVNwcdCLO3D2ZbszesS6ySBHDTbFpUwj6=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Baltimore/place/5001915137011171807?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Fourth of July,Baltimore,Hotel Indigo Baltimore Downtown,3,"Culture-rich area with the Meyerhoff Symphony Hall, jazz venues & theaters, plus cool bars & pubs.",https://lh5.googleusercontent.com/p/AF1QipMFgezespVYflU67nPczW04xxaQZnQjJ0CHzbv2=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Baltimore/place/2295845797795200363?hrf=KhYKBwjjDxAHGAMSBwjjDxAHGAUYAiAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Boston,"The Westin Copley Place, Boston",4,"Set in the Back Bay district, this polished hotel is 2 minutes' walk from Copley Square, 3 minutes' walk from the subway and 1.2 miles from Fenway Park, home of the Boston Red Sox.",https://lh5.googleusercontent.com/p/AF1QipMi_eZTUdyi_FBcC6PhrjzNPZo1K8IsEDv80Qdo=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Boston/place/9050121429483627801?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Boston,Hyatt Regency Boston,4,"Diverse area with Boston Common, Downtown Crossing shops & Freedom Trail sites like Faneuil Hall.",https://lh5.googleusercontent.com/p/AF1QipPb3IIZqbzfj4-sTDw7v5XjLyc9FbzXbNoypDjS=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Boston/place/11281512820752240282?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Boston,InterContinental Boston,5,"Harborside stretch with wharves, marinas & the New England Aquarium, plus nearby Green spaces.",https://lh5.googleusercontent.com/p/AF1QipNNx73dolquTYW3-o9W1af_bW7fNx5vzaWHhV4Q=w325-h235-k-no,https://www.google.com/travel/hotels/Boston/place/11477990905791197335?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Da Nang,Risemont Premier Resort Danang,5,"In a Greek-inspired complex with whitewashed walls and domed roofs, this upscale, Mediterranean-style resort is a 12-minute walk from My Khe Beach and 3 km from the Museum of Chan Sculpture.",https://lh5.googleusercontent.com/p/AF1QipONzynJQJRYmffCdH3OgcrGpMDUfUbHBllyiu_N=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Da%20Nang/place/17586364782405631153?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Da Nang,Mandila Beach Hotel,4,"Great location overall for sightseeing, recreation, and getting around",https://lh5.googleusercontent.com/p/AF1QipOrkh-hPUqO5p7LU6r0qMyLkuTbIpk1YLmxzc9C=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Da%20Nang/place/9952290635013503956?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Da Nang,Brilliant Hotel,4,"This upscale, riverside hotel features a striking glass lobby staircase, and is located a 13-minute walk from Dragon Bridge and 4 km from Da Nang Airport.",https://lh3.googleusercontent.com/proxy/O1RsD8MnbcoXKm1WLgvvXSBPoW8BMPrO9JpasvhhUWEaR1eDN-zRE7UvIr09BXwKG5imC3ZwX_vniz_P9YVHJ3ybDh6hh-uE9OsCcEQh_eqbPNqu9YxWFjvUEfk_8s_I1DhCexdIQfR0ofBJvNbR1PrJHZbzfEA=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Da%20Nang/place/13185209355692320970?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Dallas,Fairmont Dallas,4,Downtown cultural hub with classical concert venues & art museums like the Dallas Museum of Art.,https://lh5.googleusercontent.com/p/AF1QipMp8J--PcXm74FLFbb9oyK9TQuZ_2RwKzo1Pj8=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Dallas/place/12729002545607364080?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Dallas,Warwick Melrose - Dallas,4,"Affluent area with a vibrant gay scene on Cedar Springs Road, plus trails & parks near Turtle Creek.",https://lh5.googleusercontent.com/p/AF1QipNpq9ZTTwoI8NQIniiVYZxbOfSFPlOlViRK3V0c=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Dallas/place/3479615047900405805?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Dallas,Hotel Indigo Dallas Downtown,3,"Central business district with a buzzing lunch & happy hour scene, plus Reunion Tower views.",https://lh5.googleusercontent.com/proxy/3kesOXNzLHK2Yw4wAbt0VAK0G2O34MJ3Afg-YkfmXaJ2Lw_dqryTbRyO3Zf9lCkRS7foA2qLWjPOvOgUY42H7DXxfnmkFnS94AGuXS5WIVBc12QYEli2ZqPUwfMMkabFXUyfqC2DISihAMOttWh92Zdb394YKQ=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Dallas/place/7648179236461655950?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Dubai,"Sheraton Mall of the Emirates Hotel, Dubai",5,"Residential area with indoor skiing & shops at Mall of the Emirates, plus a winter flower garden.",https://lh5.googleusercontent.com/p/AF1QipMqR4d1I5-tpJPbuPPoFmykeSwDgO8bmw0vS3Hd=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Dubai/place/14828996917861702003?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Dubai,The Retreat Palm Dubai MGallery by Sofitel,4,"Upscale island with fancy beach clubs, chic dining & coastal views from the Palm Jumeirah Boardwalk.",https://lh5.googleusercontent.com/p/AF1QipNKwhBdrSx0One_oQ-8BXN12WAJLIjqY_iM8pSu=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Dubai/place/14575402203345168724?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Dubai,"Courtyard by Marriott Dubai, Green Community",4,"This chic, lakeside hotel in a refined building is 17 km from Ibn Battuta shopping centre and 22 km from the 73-storey Cayan Tower.",https://lh5.googleusercontent.com/p/AF1QipMBN6CG6vDk2uOmWcVQcaRgmhi8TbxJiOKm-YfI=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Dubai/place/13308159881284438087?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Kyoto,Rihga Royal Hotel Kyoto,4,This upmarket hotel is 4 km from both Kiyomizu-dera temple and Nijō Castle.,https://lh5.googleusercontent.com/p/AF1QipMv0afzuTv7uFwGNpuuMzhCWfNbyNbGWyEoQNBn=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Kyoto/place/5088002218450164491?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Kyoto,New Miyako Hotel,4,"Set in 2 connected buildings on a commercial street, this high-end hotel is a 6-minute walk from Kyoto subway station and 4 km from Kiyomizu-dera, a Buddhist temple on Mount Otowa.",https://lh5.googleusercontent.com/p/AF1QipPt_61GFVCexQ26yXYC4noU6N9u4GIPkoRqeHVQ=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Kyoto/place/12791359014526167642?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Kyoto,Hotel Ethnography Gion Shinmonzen,3,"Great location overall for sightseeing, recreation, and getting around",https://lh5.googleusercontent.com/p/AF1QipNEXvGG1bcQHsYS-e_jkTrl-iGUaLC8-bnKQz0y=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Kyoto/place/2786338106766236133?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Nashville,Hilton Garden Inn Nashville Vanderbilt,3,"Lively nightlife area with bars, music venues and gay clubs, plus Vanderbilt University.",https://lh5.googleusercontent.com/p/AF1QipP_sy-6G5ItpDkFS98aGfVnC_E0UoZxOFAuuvrZ=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Nashville/place/12716110988561418786?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Nashville,Clarion Hotel Nashville Downtown - Stadium,4,"Quirky neighborhood with trendy restaurants & casual bars, plus riverside paths in Shelby Park.",https://lh5.googleusercontent.com/p/AF1QipMxLOpXPZH9nidKjWX8r-rIKBKPinbSmfMAYZq2=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Nashville/place/2448282577422229399?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Nashville,Courtyard by Marriott Nashville Airport,3,This modern hotel is 2.8 miles from Nashville International Airport and 5.9 miles from the Country Music Hall of Fame and Museum.,https://lh5.googleusercontent.com/p/AF1QipPuefQQIyuNtBO-JgG9XV1odVx5HUSLWnIm7J33=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Nashville/place/16832848392146910626?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,New Orleans,Loews New Orleans Hotel,4,"Industrial-chic area with innovative restaurants, trendy art galleries & the National WWII Museum.",https://lh4.googleusercontent.com/proxy/opvok98nC9bfnTKpVM_lpmTMnvNTlNw1F6HfKD_uG7x7TSDdqHtNF2FU9AMYcpPFffoucgOrOjmCrVU3WzuRYaEhNj1zuT-o8V3AZH4Liu18RaO-vrVnVOg0Q8ky3Ckfdqcyg7Zi8jLTBkCTTsOz8OTcPpNzvg=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/New%20Orleans/place/5528677176637492177?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,New Orleans,"NOPSI Hotel, New Orleans",4,"Trendy downtown area anchored by Canal Street, with upscale shopping, historic theaters & a casino.",https://lh5.googleusercontent.com/p/AF1QipMzPhYDsDfCkRD0i0TM74b3FT9UEGUBd4umWq3P=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/New%20Orleans/place/15287695046196837055?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,New Orleans,Le Meridien New Orleans,4,"Trendy downtown area anchored by Canal Street, with upscale shopping, historic theaters & a casino.",https://lh5.googleusercontent.com/p/AF1QipOQjjsKUb9QJMdW-qD5hDOA09-h8yU6pi1UGbHC=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/New%20Orleans/place/6481481697970260710?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Phoenix,Pointe Hilton Squaw Peak Resort,4,"Set in the Phoenix Mountain Preserve, this sprawling 27-acre all-suite hotel with a waterpark is 4.4 miles from Lookout Mountain Golf Club and 8 miles to Phoenix Sky Harbor International Airport.",https://lh5.googleusercontent.com/p/AF1QipNjtXQgLyHCdYtgI5VJdRg_CvwkkGxyk3gBJL1x=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Phoenix/place/3904049214499637862?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Phoenix,Courtyard by Marriott Phoenix Camelback,3,This modern hotel is 1.7 miles from the Arizona Biltmore Golf Club and 4.8 miles from Camelback Mountain.,https://lh5.googleusercontent.com/p/AF1QipMbGcsRzeJOjNIsWN9HHFnvntSSkRPEAn8UegpU=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Phoenix/place/7468267904179670730?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Phoenix,Diamond Resorts International,3,"Affluent area with upmarket steakhouses, luxe shopping plazas & Frank Lloyd Wright's Taliesin West.",https://lh5.googleusercontent.com/proxy/g4G6JhlvdpdtqVHTsKQwrzQLp-KG7D3ZVP7VI2MJP_p_ou5EDJ_W9EWFKDUyPpqYd6G3dtzmHlTf6PI3WgoeiEMJ6kMIczotV_zFRxHXKyb90WD8BYJLcBqw7ZXQ6drAFjn5lUAt0Lpbf6huYOR8e-PVJvjytw=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Phoenix/place/2326762873311304271?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Washington,"The Westin Washington, D.C. City Center",4,"Government & business district with hotels, old-school bars & museums including the Renwick Gallery.",https://lh5.googleusercontent.com/p/AF1QipOgZZhxwvIduTspU-xCew_O3N6a2_ZnZ8cxsp0a=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Washington/place/10327779128039762578?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Washington,Liaison Washington Capitol Hill,4,"Situated in Capitol Hill, this sophisticated hotel is a 7-minute walk from Union Station and a 10-minute walk from the Capitol Building.",https://lh5.googleusercontent.com/p/AF1QipN6S294VZeYFo4Lj0XCPT0jb-FdSO4hSkJdqwU_=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Washington/place/7564690194984197439?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
Memorial Day,Washington,"The Madison Washington, D.C., a Hilton Hotel",4,"Government & business district with hotels, old-school bars & museums including the Renwick Gallery.",https://lh5.googleusercontent.com/p/AF1QipPybg3irTKE5r9UWGjeK-q-lShPDJtkTXxQcjDI=w592-h404-n-k-no-v1,https://www.google.com/travel/hotels/Washington/place/16118458361745586796?hrf=KhYKBwjjDxAFGBkSBwjjDxAFGBwYAyAB&utm_source=marketing&utm_campaign=summer19
